Nama,Kabupaten,Kecamatan,Kelurahan,Luas,Jenis
Taman Kapten Tendean, Jakarta Selatan , Mampang Prapatan , Mampang Prapatan ,347, Taman Lingkungan 
Taman Pulau-Pulau Mampang, Jakarta Selatan , Mampang Prapatan , Mampang Prapatan ,496, Taman Lingkungan 
Taman Tegal Parang Utara, Jakarta Selatan , Mampang Prapatan , Mampang Prapatan ,318, Taman Lingkungan 
Taman Interaktif, Jakarta Selatan , Mampang Prapatan , Mampang Prapatan ,963, Taman Lingkungan 
Taman Fly Over Mampang Prapatan, Jakarta Selatan , Mampang Prapatan , Mampang Prapatan ,1764, Taman Lingkungan 
Taman Kant Kec Mamp Prapatan, Jakarta Selatan , Mampang Prapatan , Tegal Parang ,4870, Taman Lingkungan 
Taman Depan STEKPI, Jakarta Selatan , Pancoran , -   ,870, Taman Lingkungan 
Taman Komp. Zeni AD V A, Jakarta Selatan , Pancoran , -   ,516, Taman Lingkungan 
Taman Komplek Polri III, Jakarta Selatan , Pancoran , -   ,250, Taman Lingkungan 
Taman Pengadegan Selatan I, Jakarta Selatan , Pancoran , -   ,2561, Taman Lingkungan 
Taman Komplek Polri I, Jakarta Selatan , Pancoran , -   ,3658, Taman Lingkungan 
Taman Pengadengan Timur, Jakarta Selatan , Pancoran , -   ,398, Taman Lingkungan 
Taman Pulo Jl. Rawajati Barat, Jakarta Selatan , Pancoran , -   ,145, Taman Lingkungan 
Taman Pengadegan Selatan II ( Dep. Dipo ), Jakarta Selatan , Pancoran , -   ,182, Taman Lingkungan 
Taman Komp. Zeni AD V B, Jakarta Selatan , Pancoran , -   ,482, Taman Lingkungan 
Taman Komplek Polri IV, Jakarta Selatan , Pancoran , -   ,2172, Taman Lingkungan 
Taman Jl. R. Komplek DPR, Jakarta Selatan , Pancoran , -   ,2103, Taman Lingkungan 
Taman Pengadegan Barat VII, Jakarta Selatan , Pancoran , -   ,305, Taman Lingkungan 
Taman Komplek Polri II, Jakarta Selatan , Pancoran , -   ,2108, Taman Lingkungan 
Taman Belalang, Jakarta Selatan , Pancoran , -   ,8378, Taman Lingkungan 
Taman Komplek Zeni AD 5, Jakarta Selatan , Pancoran , -   ,800, Taman Lingkungan 
Taman Komplek Zeni RW. 03, Jakarta Selatan , Pancoran , -   ,3526, Taman Lingkungan 
Taman Bangda, Jakarta Selatan , Pancoran , -   ,289, Taman Lingkungan 
Taman Dep.Transmigrasi s/d Dirjen Bangda, Jakarta Selatan , Pancoran , -   ,1587, Taman Lingkungan 
Taman Duren Bangka II, Jakarta Selatan , Pancoran , Duren Tiga ,354, Taman Lingkungan 
Taman Duren Bangka I, Jakarta Selatan , Pancoran , Duren Tiga ,1501, Taman Lingkungan 
Taman Komplek Pertamina, Jakarta Selatan , Pancoran , Duren Tiga ,510, Taman Lingkungan 
Taman Buncit Asri, Jakarta Selatan , Pancoran , Duren Tiga ,903, Taman Lingkungan 
Taman Jl. Raya Ps. Minggu, Jakarta Selatan , Pancoran , Duren Tiga ,893, Taman Lingkungan 
Taman Pulo Jl. Buncit Raya, Jakarta Selatan , Pancoran , Duren Tiga ,97, Taman Lingkungan 
Taman Pulo Jl. Buncit Wr. Jati, Jakarta Selatan , Pancoran , Kalibata ,60, Taman Lingkungan 
Taman RW. 01 Jl. Megaraya, Jakarta Selatan , Pancoran , Kalibata ,263, Taman Lingkungan 
Taman Kalibata Timur (Dpn. Kelurahan), Jakarta Selatan , Pancoran , Kalibata ,260, Taman Lingkungan 
Taman Jl. Pahlawan Kalibata, Jakarta Selatan , Pancoran , Kalibata ,3597, Taman Lingkungan 
Taman Pancoran Indah VII, Jakarta Selatan , Pancoran , Pancoran ,2305, Taman Lingkungan 
Taman Pancoran Indah I, Jakarta Selatan , Pancoran , Pancoran ,1248, Taman Lingkungan 
Taman Pancoran ( Segi 3 ), Jakarta Selatan , Pancoran , Pancoran ,475, Taman Lingkungan 
Taman BSD Pancoran, Jakarta Selatan , Pancoran , Pancoran ,1165, Taman Lingkungan 
Taman Ampera III, Jakarta Selatan , Pasar Minggu , Cilandak Timur ,269, Taman Lingkungan 
Taman Depan Trakindo, Jakarta Selatan , Pasar Minggu , Cilandak Timur ,552, Taman Lingkungan 
Taman Ampera I, Jakarta Selatan , Pasar Minggu , Cilandak Timur ,340, Taman Lingkungan 
Taman Nangka Utara, Jakarta Selatan , Pasar Minggu , Cilandak Timur ,161, Taman Lingkungan 
Taman Ampera IV, Jakarta Selatan , Pasar Minggu , Cilandak Timur ,928, Taman Lingkungan 
Taman Segitiga Jatipadang (Kebagusan B), Jakarta Selatan , Pasar Minggu , Jati Padang ,120, Taman Lingkungan 
Taman Perhutani, Jakarta Selatan , Pasar Minggu , Jati Padang ,2191, Taman Lingkungan 
Taman Knt. Kec. Pasar Minggu, Jakarta Selatan , Pasar Minggu , Jati Padang ,2231, Taman Lingkungan 
Taman Segitiga Ampera, Jakarta Selatan , Pasar Minggu , Jati Padang ,421, Taman Lingkungan 
Taman Segitiga Jatipadang (Kebagusan A), Jakarta Selatan , Pasar Minggu , Jati Padang ,46, Taman Lingkungan 
Taman Karang Pola, Jakarta Selatan , Pasar Minggu , Jati Padang ,1605, Taman Lingkungan 
Taman Republika Sisi Selatan, Jakarta Selatan , Pasar Minggu , Jati Padang ,360, Taman Lingkungan 
Taman Seno, Jakarta Selatan , Pasar Minggu , Kebagusan ,408, Taman Lingkungan 
Taman Komp. Bea Cukai, Jakarta Selatan , Pasar Minggu , Pasar Minggu ,1054, Taman Lingkungan 
Taman AUP I & II, Jakarta Selatan , Pasar Minggu , Pasar Minggu ,1735, Taman Lingkungan 
Taman Pertanian III, Jakarta Selatan , Pasar Minggu , Pasar Minggu ,400, Taman Lingkungan 
Taman Palapa VIII, Jakarta Selatan , Pasar Minggu , Pasar Minggu ,1037, Taman Lingkungan 
Taman Palapa VII, Jakarta Selatan , Pasar Minggu , Pasar Minggu ,439, Taman Lingkungan 
Taman Deptan, Jakarta Selatan , Pasar Minggu , Pasar Minggu ,1639, Taman Lingkungan 
Taman Komp. Kesehatan, Jakarta Selatan , Pasar Minggu , Pasar Minggu ,1405, Taman Lingkungan 
Taman Teluk Kumai, Jakarta Selatan , Pasar Minggu , Pasar Minggu ,485, Taman Lingkungan 
Taman Kejaksaan, Jakarta Selatan , Pasar Minggu , Pasar Minggu ,3021, Taman Lingkungan 
"Taman Batan I,II,III", Jakarta Selatan , Pasar Minggu , Pasar Minggu ,3099, Taman Lingkungan 
Taman Palapa XV, Jakarta Selatan , Pasar Minggu , Pasar Minggu ,1392, Taman Lingkungan 
Taman Bundaran Palapa III, Jakarta Selatan , Pasar Minggu , Pasar Minggu ,288, Taman Lingkungan 
Taman Palapa V, Jakarta Selatan , Pasar Minggu , Pasar Minggu ,1458, Taman Lingkungan 
Taman Palapa II, Jakarta Selatan , Pasar Minggu , Pasar Minggu ,2952, Taman Lingkungan 
Taman Teluk Sampit, Jakarta Selatan , Pasar Minggu , Pasar Minggu ,502, Taman Lingkungan 
Taman Depan Robinson, Jakarta Selatan , Pasar Minggu , Pasar Minggu ,447, Taman Lingkungan 
Taman Ex.Kebakaran Pejaten Barat, Jakarta Selatan , Pasar Minggu , Pejaten Barat ,441, Taman Lingkungan 
Taman Pulau-Pulau Republika, Jakarta Selatan , Pasar Minggu , Pejaten Barat ,360, Taman Lingkungan 
Taman Republika, Jakarta Selatan , Pasar Minggu , Pejaten Barat ,2545, Taman Lingkungan 
Taman Brimob, Jakarta Selatan , Pasar Minggu , Pejaten Barat ,592, Taman Lingkungan 
Taman Belakang Kantor Lurah Pejaten Barat, Jakarta Selatan , Pasar Minggu , Pejaten Barat ,337, Taman Lingkungan 
Taman Bangdes I & II, Jakarta Selatan , Pasar Minggu , Pejaten Barat ,2216, Taman Lingkungan 
Taman Jatisari, Jakarta Selatan , Pasar Minggu , Pejaten Timur ,842, Taman Lingkungan 
Taman Batan III / Rt 007, Jakarta Selatan , Pasar Minggu , Pejaten Timur ,1228, Taman Lingkungan 
Taman Perikanan, Jakarta Selatan , Pasar Minggu , Pejaten Timur ,1907, Taman Lingkungan 
Taman Kompas, Jakarta Selatan , Pasar Minggu , Pejaten Timur ,421, Taman Lingkungan 
Taman Depan Stasiun KA Ps.Minggu, Jakarta Selatan , Pasar Minggu , Pejaten Timur ,772, Taman Lingkungan 
Taman Darmasari, Jakarta Selatan , Pasar Minggu , Pejaten Timur ,340, Taman Lingkungan 
Taman Batan I / Rt 006, Jakarta Selatan , Pasar Minggu , Pejaten Timur ,1386, Taman Lingkungan 
Taman Batu, Jakarta Selatan , Pasar Minggu , Pejaten Timur ,574, Taman Lingkungan 
Taman Kupat Kumis, Jakarta Selatan , Pasar Minggu , Pejaten Timur ,567, Taman Lingkungan 
Taman Segitiga KKO, Jakarta Selatan , Pasar Minggu , Ragunan ,270, Taman Lingkungan 
Taman Segitiga Margasatwa, Jakarta Selatan , Pasar Minggu , Ragunan ,629, Taman Lingkungan 
Taman Ampera II, Jakarta Selatan , Pasar Minggu , Ragunan ,240, Taman Lingkungan 
Taman Anggrek, Jakarta Selatan , Pesanggrahan , Bintaro ,1560, Taman Lingkungan 
Taman Ex. Pasar Bintaro, Jakarta Selatan , Pesanggrahan , Bintaro ,1700, Taman Lingkungan 
Taman Mertilang, Jakarta Selatan , Pesanggrahan , Petukangan Selatan ,1081, Taman Lingkungan 
REFUNGSI SPBU NO. 31-12901 Jl.Jend.Sudirman (Sisi Timur/Atmajaya), Jakarta Selatan , Setia Budi , -   ,2617, Taman Lingkungan 
Taman Setiabudi Barat, Jakarta Selatan , Setia Budi , -   ,118, Taman Lingkungan 
Taman Landmark, Jakarta Selatan , Setia Budi , -   ,147, Taman Lingkungan 
Taman Setiabudi II, Jakarta Selatan , Setia Budi , -   ,324, Taman Lingkungan 
Taman Salak, Jakarta Selatan , Setia Budi , Guntur ,1178, Taman Lingkungan 
Taman Tangkuban Perahu, Jakarta Selatan , Setia Budi , Guntur ,7685, Taman Lingkungan 
Taman H.R. Rasuna Said, Jakarta Selatan , Setia Budi , Karet ,2973, Taman Lingkungan 
Taman Segitiga Aini, Jakarta Selatan , Setia Budi , Karet ,801, Taman Lingkungan 
Taman Flamboyan (Karet), Jakarta Selatan , Setia Budi , Karet ,524, Taman Lingkungan 
Taman Karet Belakang, Jakarta Selatan , Setia Budi , Karet ,450, Taman Lingkungan 
Taman Denpasar II, Jakarta Selatan , Setia Budi , Kuningan Timur ,1386, Taman Lingkungan 
Taman Segitiga Terminal Bus, Jakarta Selatan , Setia Budi , Pasar Manggis ,210, Taman Lingkungan 
Taman Minangkabau, Jakarta Selatan , Setia Budi , Pasar Manggis ,3410, Taman Lingkungan 
Taman Bogor Lama, Jakarta Selatan , Setia Budi , Pasar Manggis ,188, Taman Lingkungan 
Taman Unggaran, Jakarta Selatan , Setia Budi , Pasar Manggis ,595, Taman Lingkungan 
REFUNGSI SPBU NO. 34-12803 Jl.Lapangan Ros, Jakarta Selatan , Tebet , -   ,1170, Taman Lingkungan 
REFUNGSI SPBU NO. 31-12801 Jl.Tebet Timur Raya, Jakarta Selatan , Tebet , -   ,2500, Taman Lingkungan 
Taman Gudang Peluru Timur, Jakarta Selatan , Tebet , Kebon Baru ,664, Taman Lingkungan 
Taman Gudang Peluru Barat 1, Jakarta Selatan , Tebet , Kebon Baru ,1048, Taman Lingkungan 
Taman Angsa, Jakarta Selatan , Tebet , Kebon Baru ,896, Taman Lingkungan 
Taman Gudang Peluru Barat 2, Jakarta Selatan , Tebet , Kebon Baru ,1882, Taman Lingkungan 
Taman Pramuka, Jakarta Selatan , Tebet , Manggarai ,236, Taman Lingkungan 
Taman Manggarai, Jakarta Selatan , Tebet , Manggarai ,4036, Taman Lingkungan 
Taman Manggarai Utara, Jakarta Selatan , Tebet , Manggarai ,1240, Taman Lingkungan 
Taman Seno Kecil, Jakarta Selatan , Tebet , Tebet Barat ,311, Taman Lingkungan 
Taman Trikora, Jakarta Selatan , Tebet , Tebet Barat ,536, Taman Lingkungan 
Taman Petunduan, Jakarta Selatan , Tebet , Tebet Barat ,262, Taman Lingkungan 
Taman Tebet, Jakarta Selatan , Tebet , Tebet Barat ,7330, Taman Lingkungan 
Taman Gelora I, Jakarta Selatan , Tebet , Tebet Barat ,705, Taman Lingkungan 
Taman Melinjo, Jakarta Selatan , Tebet , Tebet Barat ,111, Taman Lingkungan 
Taman Garuda (Tebet Brt), Jakarta Selatan , Tebet , Tebet Barat ,690, Taman Lingkungan 
Taman Tawes, Jakarta Selatan , Tebet , Tebet Barat ,931, Taman Lingkungan 
Taman Seno Lama, Jakarta Selatan , Tebet , Tebet Barat ,985, Taman Lingkungan 
Taman Seno Baru/besar, Jakarta Selatan , Tebet , Tebet Barat ,3493, Taman Lingkungan 
Taman Kramat, Jakarta Selatan , Tebet , Tebet Barat ,459, Taman Lingkungan 
Taman Gelora II, Jakarta Selatan , Tebet , Tebet Barat ,255, Taman Lingkungan 
Taman Pule, Jakarta Selatan , Tebet , Tebet Barat ,313, Taman Lingkungan 
Taman Tunggal, Jakarta Selatan , Tebet , Tebet Barat ,254, Taman Lingkungan 
Taman Tebet Barat, Jakarta Selatan , Tebet , Tebet Barat ,910, Taman Lingkungan 
Taman Persatuan, Jakarta Selatan , Tebet , Tebet Barat ,550, Taman Lingkungan 
Taman Perdapa, Jakarta Selatan , Tebet , Tebet Barat ,266, Taman Lingkungan 
Taman Mandala, Jakarta Selatan , Tebet , Tebet Timur ,1757, Taman Lingkungan 
Taman Hasyim, Jakarta Selatan , Tebet , Tebet Timur ,500, Taman Lingkungan 
Taman Tebet Timur Dalam VIII M, Jakarta Selatan , Tebet , Tebet Timur ,546, Taman Lingkungan 
Taman Tebet Timur Dalam Va, Jakarta Selatan , Tebet , Tebet Timur ,1264, Taman Lingkungan 
Taman Teladan, Jakarta Selatan , Tebet , Tebet Timur ,296, Taman Lingkungan 
Taman Budhi, Jakarta Selatan , Tebet , Tebet Timur ,747, Taman Lingkungan 
Taman Ganefo, Jakarta Selatan , Tebet , Tebet Timur ,121, Taman Lingkungan 
Taman Berdikari (Tebet Tmr), Jakarta Selatan , Tebet , Tebet Timur ,1679, Taman Lingkungan 
Taman Tebet Timur Dalam IX A, Jakarta Selatan , Tebet , Tebet Timur ,66, Taman Lingkungan 
Taman Nilam, Jakarta Selatan , Tebet , Tebet Timur ,1456, Taman Lingkungan 
Taman Hasbah, Jakarta Selatan , Tebet , Tebet Timur ,539, Taman Lingkungan 
Taman Marathon, Jakarta Selatan , Tebet , Tebet Timur ,720, Taman Lingkungan 
Taman Bhakti (Tebet Tmr), Jakarta Selatan , Tebet , Tebet Timur ,320, Taman Lingkungan 
Taman Kec Cakung, Jakarta Timur , Cakung , Cakung Barat ,2500, Taman Lingkungan 
Taman Elang Bondol (Cakung Brt), Jakarta Timur , Cakung , Cakung Barat ,1050, Taman Lingkungan 
Taman Segitiga Tol Cakung, Jakarta Timur , Cakung , Cakung Barat ,50, Taman Lingkungan 
Taman Komplek PLN, Jakarta Timur , Cakung , Jatinegara ,400, Taman Lingkungan 
Taman Segitiga Pulo Gebang, Jakarta Timur , Cakung , Pulo Gebang ,50, Taman Lingkungan 
Taman PKK Sentra Primer, Jakarta Timur , Cakung , Pulo Gebang ,1000, Taman Lingkungan 
Taman RTH Penggilingan, Jakarta Timur , Cakung , Pulo Gebang ,1000, Taman Lingkungan 
Taman Segitiga Pintu I Taman, Jakarta Timur , Cipayung , Ceger ,150, Taman Lingkungan 
Taman Koperasi, Jakarta Timur , Cipayung , Ceger ,165, Taman Lingkungan 
Taman Kosgoro, Jakarta Timur , Cipayung , Ceger ,187, Taman Lingkungan 
Taman Kav. DKI Blok H, Jakarta Timur , Cipayung , Cipayung ,2780, Taman Lingkungan 
Taman Segitiga Cipayung, Jakarta Timur , Cipayung , Cipayung ,315, Taman Lingkungan 
Taman Akustik, Jakarta Timur , Cipayung , Cipayung ,449, Taman Lingkungan 
Taman Bina Marga I, Jakarta Timur , Cipayung , Cipayung ,325, Taman Lingkungan 
Taman Kav. DKI Blok E I, Jakarta Timur , Cipayung , Cipayung ,195, Taman Lingkungan 
Taman Segitiga Cibubur, Jakarta Timur , Cipayung , Cipayung ,50, Taman Lingkungan 
Taman PBSI, Jakarta Timur , Cipayung , Cipayung ,315, Taman Lingkungan 
Taman Pengembangan RTH, Jakarta Timur , Cipayung , Cipayung ,1000, Taman Lingkungan 
Taman Alamanda, Jakarta Timur , Cipayung , Cipayung ,3318, Taman Lingkungan 
Taman Bina Marga II, Jakarta Timur , Cipayung , Cipayung ,116, Taman Lingkungan 
Taman Kav. DKI Blok E II/Taman Akustik, Jakarta Timur , Cipayung , Cipayung ,475, Taman Lingkungan 
Taman Segitiga Pd. Gede, Jakarta Timur , Cipayung , Lubang Buaya ,619, Taman Lingkungan 
Taman Segitiga Bromo, Jakarta Timur , Ciracas , Cibubur ,1597, Taman Lingkungan 
Taman Segitiga Tidar, Jakarta Timur , Ciracas , Cibubur ,800, Taman Lingkungan 
Taman Segitiga Merbabu, Jakarta Timur , Ciracas , Cibubur ,1892, Taman Lingkungan 
Taman Segitiga Lap. Tembak, Jakarta Timur , Ciracas , Cibubur ,770, Taman Lingkungan 
Taman Argopuro, Jakarta Timur , Ciracas , Cibubur ,2118, Taman Lingkungan 
Taman Danau Rawa Dongkal, Jakarta Timur , Ciracas , Cibubur ,50000, Taman Lingkungan 
Taman Patas, Jakarta Timur , Ciracas , Cibubur ,1493, Taman Lingkungan 
Taman Segitiga Cibubur, Jakarta Timur , Ciracas , Cibubur ,300, Taman Lingkungan 
Taman Tidar, Jakarta Timur , Ciracas , Cibubur ,5274, Taman Lingkungan 
Taman Segitiga Tanah Merdeka, Jakarta Timur , Ciracas , Rambutan ,549, Taman Lingkungan 
Taman Segitiga Kp. Rambutan, Jakarta Timur , Ciracas , Susukan ,1600, Taman Lingkungan 
Taman Segitiga Jl. Suci, Jakarta Timur , Ciracas , Susukan ,600, Taman Lingkungan 
Taman Jl. Bayu RW.03, Jakarta Timur , Duren Sawit , Duren Sawit ,796, Taman Lingkungan 
Taman Kav. PTB Duren Sawit Timur, Jakarta Timur , Duren Sawit , Duren Sawit ,751, Taman Lingkungan 
Taman Jati Waringin, Jakarta Timur , Duren Sawit , Duren Sawit ,4834, Taman Lingkungan 
Taman Kav. Agraria, Jakarta Timur , Duren Sawit , Duren Sawit ,2447, Taman Lingkungan 
Taman Duren Sawit Timur, Jakarta Timur , Duren Sawit , Duren Sawit ,2194, Taman Lingkungan 
Taman Swadaya VIII, Jakarta Timur , Duren Sawit , Duren Sawit ,2041, Taman Lingkungan 
Taman Blok Q3 RW 08 Kav PTB (Taman Diesel), Jakarta Timur , Duren Sawit , Duren Sawit ,1000, Taman Lingkungan 
Taman Bambu Betung (Pndk Kelapa), Jakarta Timur , Duren Sawit , Duren Sawit ,989, Taman Lingkungan 
Taman Pendidikan, Jakarta Timur , Duren Sawit , Duren Sawit ,1002, Taman Lingkungan 
Taman Duren Sawit V/F, Jakarta Timur , Duren Sawit , Klender ,402, Taman Lingkungan 
Taman Duren Sawit III/F, Jakarta Timur , Duren Sawit , Klender ,800, Taman Lingkungan 
Taman Duren Sawit Indah Blok AD I, Jakarta Timur , Duren Sawit , Klender ,1666, Taman Lingkungan 
Taman Duren Sawit II/F, Jakarta Timur , Duren Sawit , Klender ,294, Taman Lingkungan 
Taman Viaduct Klender, Jakarta Timur , Duren Sawit , Klender ,8600, Taman Lingkungan 
Taman Lingkar Duren Sawit, Jakarta Timur , Duren Sawit , Klender ,1000, Taman Lingkungan 
Taman Duren Sawit Indah I, Jakarta Timur , Duren Sawit , Klender ,1247, Taman Lingkungan 
Taman Duren Sawit IV/F, Jakarta Timur , Duren Sawit , Klender ,380, Taman Lingkungan 
Taman Duren Sawit I/F, Jakarta Timur , Duren Sawit , Klender ,1000, Taman Lingkungan 
Taman Wijaya Kusuma (Pndk Bambu), Jakarta Timur , Duren Sawit , Klender ,2133, Taman Lingkungan 
Taman Segitiga Jl. Dermaga (Hutan Kota), Jakarta Timur , Duren Sawit , Klender ,350, Taman Lingkungan 
Taman I Gusti Ngurah Rai, Jakarta Timur , Duren Sawit , Klender ,16377, Taman Lingkungan 
Taman Blok M Perm Kary DKI, Jakarta Timur , Duren Sawit , Klender ,5161, Taman Lingkungan 
Taman Duren Sawit Indah II, Jakarta Timur , Duren Sawit , Klender ,1502, Taman Lingkungan 
Taman Teratai Putih, Jakarta Timur , Duren Sawit , Malaka Jaya ,1000, Taman Lingkungan 
Taman Malaka Sel. Blok C, Jakarta Timur , Duren Sawit , Malaka Jaya ,885, Taman Lingkungan 
Taman Malaka Utara Blok C 12, Jakarta Timur , Duren Sawit , Malaka Jaya ,404, Taman Lingkungan 
Taman Malaka Utara Blok C, Jakarta Timur , Duren Sawit , Malaka Jaya ,534, Taman Lingkungan 
Taman Jl. Nusa Indah IV, Jakarta Timur , Duren Sawit , Malaka Jaya ,739, Taman Lingkungan 
Taman Nusa Indah III, Jakarta Timur , Duren Sawit , Malaka Jaya ,1000, Taman Lingkungan 
Taman Malaka Utara IV, Jakarta Timur , Duren Sawit , Malaka Sari ,593, Taman Lingkungan 
Taman Malaka Sel. Pinggir Kali, Jakarta Timur , Duren Sawit , Malaka Sari ,3976, Taman Lingkungan 
Taman Malaka Barat, Jakarta Timur , Duren Sawit , Malaka Sari ,1495, Taman Lingkungan 
Taman Malaka Sltn Dpn Mesjid Al-Iman, Jakarta Timur , Duren Sawit , Malaka Sari ,1353, Taman Lingkungan 
Taman Delima VI, Jakarta Timur , Duren Sawit , Malaka Sari ,2625, Taman Lingkungan 
Taman Cempaka RW 10 Malaka Sari, Jakarta Timur , Duren Sawit , Malaka Sari ,1369, Taman Lingkungan 
Taman Malaka Selatan II, Jakarta Timur , Duren Sawit , Malaka Sari ,1858, Taman Lingkungan 
Taman Malaka Selatan Blok A, Jakarta Timur , Duren Sawit , Malaka Sari ,466, Taman Lingkungan 
Taman Rusun Klender, Jakarta Timur , Duren Sawit , Malaka Sari ,5948, Taman Lingkungan 
Taman Jl. Beringin, Jakarta Timur , Duren Sawit , Malaka Sari ,405, Taman Lingkungan 
Taman Delima V, Jakarta Timur , Duren Sawit , Malaka Sari ,574, Taman Lingkungan 
Taman Malaka Utara V, Jakarta Timur , Duren Sawit , Malaka Sari ,532, Taman Lingkungan 
Taman Kesenian, Jakarta Timur , Duren Sawit , Pondok Bambu ,4384, Taman Lingkungan 
Taman Buluh Perindu, Jakarta Timur , Duren Sawit , Pondok Bambu ,640, Taman Lingkungan 
Taman Pulau-pulau Jatiwaringin, Jakarta Timur , Duren Sawit , Pondok Bambu ,11140, Taman Lingkungan 
Taman Bambu Mas Selatan, Jakarta Timur , Duren Sawit , Pondok Bambu ,445, Taman Lingkungan 
Taman Peng Kupat Kumis, Jakarta Timur , Duren Sawit , Pondok Bambu ,435, Taman Lingkungan 
Taman Jl. Bambu Duri I, Jakarta Timur , Duren Sawit , Pondok Bambu ,344, Taman Lingkungan 
Taman Nakula, Jakarta Timur , Duren Sawit , Pondok Bambu ,491, Taman Lingkungan 
Taman Bambu Betung (Pndk Bambu), Jakarta Timur , Duren Sawit , Pondok Bambu ,989, Taman Lingkungan 
Taman Kejaksaan (Pndk Bambu), Jakarta Timur , Duren Sawit , Pondok Bambu ,468, Taman Lingkungan 
Taman Bonang (Pndk Bambu), Jakarta Timur , Duren Sawit , Pondok Bambu ,287, Taman Lingkungan 
Taman Jl. Tutul, Jakarta Timur , Duren Sawit , Pondok Bambu ,809, Taman Lingkungan 
Taman Pd. Kelapa Brt VI, Jakarta Timur , Duren Sawit , Pondok Kelapa ,694, Taman Lingkungan 
Taman Belakang Kav PTB P6, Jakarta Timur , Duren Sawit , Pondok Kelapa ,600, Taman Lingkungan 
Taman Pd. Kelapa Brt I & II, Jakarta Timur , Duren Sawit , Pondok Kelapa ,1246, Taman Lingkungan 
Taman Lembah Palm, Jakarta Timur , Duren Sawit , Pondok Kelapa ,1407, Taman Lingkungan 
Taman Janur III, Jakarta Timur , Duren Sawit , Pondok Kelapa ,691, Taman Lingkungan 
Taman Cengkir, Jakarta Timur , Duren Sawit , Pondok Kelapa ,1861, Taman Lingkungan 
Taman Manggar III, Jakarta Timur , Duren Sawit , Pondok Kelapa ,533, Taman Lingkungan 
Taman Ikapola, Jakarta Timur , Duren Sawit , Pondok Kelapa ,1366, Taman Lingkungan 
Taman Blok S Perum Karyawan DKI, Jakarta Timur , Duren Sawit , Pondok Kelapa ,571, Taman Lingkungan 
Taman Pulau 2 Malaka Selatan, Jakarta Timur , Duren Sawit , Pondok Kelapa ,1122, Taman Lingkungan 
Taman Lembah Nyiur, Jakarta Timur , Duren Sawit , Pondok Kelapa ,1072, Taman Lingkungan 
